frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1540446727.297983000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446727.297984000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446727.442950000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446727.461312000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446727.516417000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446727.566860000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2701	53									
1540446727.600669000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	61.188.37.216	59459	8000											
1540446727.601125000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	59459	8000			3	0							
1540446727.602823000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	74.125.31.99	49211	80											
1540446727.603297000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	49211	80			3	0							
1540446727.737016000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	49080	80											
1540446727.737097000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	48602	8280											
1540446727.737468000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	49080	80			3	0							
1540446727.784194000	360	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.784616000	374	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.785142000	356	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.785462000	380	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.785843000	382	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.786406000	380	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.787157000	372	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.787596000	368	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.788135000	388	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.788584000	333	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.789029000	340	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446727.796950000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446727.797128000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446727.797131000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446727.797132000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446727.797133000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446728.167221000	83	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	192.168.2.1			46259	53									
1540446728.274020000	80	50:c7:bf:1c:9c:a6	4c:09:d4:c6:12:7b	192.168.2.120	192.168.2.1			44046	53									
1540446728.284179000	90	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	211.115.194.21			123	123									
1540446728.284757000	118	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113			123	123	3	0							
1540446728.316452000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446728.449875000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446728.451931000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446728.478753000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446728.522828000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2705	53									
1540446728.525205000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2705									
1540446728.581050000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2705	53									
1540446728.789846000	360	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.790495000	374	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.790961000	356	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.791464000	380	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.791998000	382	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.792673000	380	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.793236000	372	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.793680000	368	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.794368000	388	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.794785000	333	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.795333000	340	4c:09:d4:c6:12:7b	01:00:5e:7f:ff:fa	192.168.2.1	239.255.255.250			1900	1900									
1540446728.799760000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446728.799783000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446728.799946000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446728.799947000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446728.799949000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446728.800288000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446729.060905000	75	50:c7:bf:1c:9c:a6	4c:09:d4:c6:12:7b	192.168.2.120	192.168.2.1			45413	53									
1540446729.299984000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446729.300136000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446729.300138000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446729.300139000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446729.300141000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446729.361276000	72	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	114.114.114.114			41514	53									
1540446729.361779000	100	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109			41514	53	3	0							
1540446729.416286000	60	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.101		
1540446729.417109000	60	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd									2	40:8d:5c:4b:99:1d	192.168.2.101	3c:33:00:98:ee:fd	192.168.2.110		
1540446729.456508000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446729.458253000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446729.489586000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446729.524470000	60	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b									1	00:16:6c:7f:82:20	192.168.2.115	00:00:00:00:00:00	192.168.2.1		
1540446729.524802000	60	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20									2	4c:09:d4:c6:12:7b	192.168.2.1	00:16:6c:7f:82:20	192.168.2.115		
1540446729.561513000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2702	53									
1540446729.769398000	76	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	8.8.8.8			36111	53									
1540446729.769964000	104	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109			36111	53	3	0							
1540446729.993752000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	61.188.37.216	57715	8000											
1540446729.994257000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	57715	8000			3	0							
1540446730.003931000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	122.248.234.207	40803	8080											
1540446730.003972000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	46.137.188.54	54354	80											
1540446730.004402000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	40803	8080			3	0							
1540446730.004638000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	54354	80			3	0							
1540446730.023650000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	120.24.59.150	48278	80											
1540446730.115628000	77	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2703	53									
1540446730.316495000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446730.464114000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446730.475250000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446730.478677000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446730.552933000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2706	53									
1540446730.555094000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2706									
1540446730.589071000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2706	53									
1540446730.707472000	76	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			47720	53									
1540446730.707962000	104	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			47720	53	3	0							
1540446730.862435000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48232	80											
1540446730.862520000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	48800	8280											
1540446730.862948000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	48232	80			3	0							
1540446730.863195000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	48800	8280			3	0							
1540446730.887102000	82	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			33432	53									
1540446730.887547000	110	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			33432	53	3	0							
1540446730.914956000	75	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	192.168.2.1			37608	53									
1540446731.105918000	429	00:16:6c:7f:82:20	01:00:5e:7f:ff:fa	192.168.2.115	239.255.255.250			1215	1900									
1540446731.105922000	469	00:16:6c:7f:82:20	01:00:5e:7f:ff:fa	192.168.2.115	239.255.255.250			1215	1900									
1540446731.105923000	471	00:16:6c:7f:82:20	01:00:5e:7f:ff:fa	192.168.2.115	239.255.255.250			1215	1900									
1540446731.248336000	60	00:14:1c:28:d6:06	00:14:1c:28:d6:06															
1540446731.258028000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1286	53									
1540446731.301920000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1286	53									
1540446731.361716000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	48800	8280											
1540446731.361720000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48232	80											
1540446731.362226000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	48800	8280			3	0							
1540446731.379942000	73	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			57169	53									
1540446731.380391000	101	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			57169	53	3	0							
1540446731.470776000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446731.472361000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446731.483459000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446731.550830000	90	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	128.138.141.172			123	123									
1540446731.551376000	118	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113			123	123	3	0							
1540446731.571376000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2704	53									
1540446731.867359000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	48800	8280											
1540446731.867400000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48232	80											
1540446731.947632000	86	4c:09:d4:c6:12:7b	33:33:00:00:00:01														fe80::1	ff02::1
1540446731.960453000	74	c4:12:f5:db:4a:e2	4c:09:d4:c6:12:7b	192.168.2.105	192.168.2.1			40588	53									
1540446732.269390000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1286	53									
1540446732.316563000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446732.368993000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	48800	8280											
1540446732.369036000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48232	80											
1540446732.369483000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	48800	8280			3	0							
1540446732.478521000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446732.481217000	110	4c:09:d4:c6:12:7b	33:33:00:00:00:01														fe80::1	ff02::1
1540446732.498572000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446732.499160000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446732.565467000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2707	53									
1540446732.567636000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2707									
1540446732.607254000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2708	53									
1540446733.180572000	83	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			55548	53									
1540446733.181133000	111	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			55548	53	3	0							
1540446733.252550000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1286	53									
1540446733.284892000	60	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9									1	4c:09:d4:c6:12:7b	192.168.2.1	00:00:00:00:00:00	192.168.2.113		
1540446733.382328000	60	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b									2	34:c3:d2:e0:fc:c9	192.168.2.113	4c:09:d4:c6:12:7b	192.168.2.1		
1540446733.483525000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446733.485881000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446733.488178000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446733.543662000	90	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	128.138.141.172			123	123									
1540446733.544150000	118	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113			123	123	3	0							
1540446733.582909000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2705	53									
1540446733.799973000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446733.800156000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446733.800158000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446733.800160000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446733.800161000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446733.800514000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446734.293191000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1286	53									
1540446734.297869000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446734.298858000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446734.298995000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446734.298997000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446734.298999000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446734.316646000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446734.378342000	72	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	8.8.8.8			46375	53									
1540446734.378826000	100	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109			46375	53	3	0							
1540446734.480183000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446734.492528000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446734.493800000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446734.571897000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2710	53									
1540446734.574012000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2710									
1540446734.587145000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2710	53									
1540446734.788328000	76	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	192.168.2.1			52995	53									
1540446734.797808000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446734.797980000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446734.797981000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446734.797983000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446734.797984000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446734.798299000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446735.111967000	110	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2711	53									
1540446735.114196000	110	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2711									
1540446735.252720000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1287	53									
1540446735.254815000	79	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2711	53									
1540446735.297854000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446735.298012000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446735.298014000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446735.298015000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446735.298137000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446735.299565000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1287	53									
1540446735.399084000	60	4c:09:d4:c6:12:7b	ff:ff:ff:ff:ff:ff									1	4c:09:d4:c6:12:7b	192.168.2.1	00:00:00:00:00:00	192.168.2.116		
1540446735.482647000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446735.501614000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446735.503545000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446735.512253000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	47925	8280											
1540446735.512312000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48455	80											
1540446735.512744000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	47925	8280			3	0							
1540446735.544252000	90	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	128.138.141.172			123	123									
1540446735.544737000	118	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113			123	123	3	0							
1540446735.583950000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2706	53									
1540446735.717143000	76	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			56508	53									
1540446735.717654000	104	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			56508	53	3	0							
1540446735.797853000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446735.798028000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446735.798030000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446735.798032000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446735.798034000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446735.863023000	60	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6									1	4c:09:d4:c6:12:7b	192.168.2.1	00:00:00:00:00:00	192.168.2.108		
1540446735.864446000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b									2	5c:cf:7f:05:f2:c6	192.168.2.108	4c:09:d4:c6:12:7b	192.168.2.1		
1540446735.896409000	82	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			47138	53									
1540446735.896872000	110	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			47138	53	3	0							
1540446735.909447000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	48455	80											
1540446735.909527000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	47925	8280											
1540446735.911325000	75	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	192.168.2.1			55911	53									
1540446736.251797000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1287	53									
